source_id,source_org,source_page,source_page_title,link_text,url,canonical_url,year,artifact_type,topic,status,http_status,content_type,local_path,sha256,bytes,captured_at,note
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2020+Plastic+Surgery+Statistics,2020 Plastic Surgery Statistics | American Society of Plastic Surgeons,2000/2019/2020 National Cosmetic Procedures,https://www.plasticsurgery.org/documents/news/statistics/2020/cosmetic-procedure-trends-2020.pdf,https://www.plasticsurgery.org/documents/news/statistics/2020/cosmetic-procedure-trends-2020.pdf,2000-2019,pdf,cosmetic_procedure,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\asps_plastic_surgery_statistics\2000-2019__cosmetic_procedure__2000-2019-2020-national-cosmetic-procedures.pdf,1f35645bd04e0b543588818da63e2298db94f1cd2d33bbd32d885cded1a2a870,266303,2026-06-20T02:56:35+08:00,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2020+Plastic+Surgery+Statistics,2020 Plastic Surgery Statistics | American Society of Plastic Surgeons,2000/2019/2020 National Reconstructive Procedures,https://www.plasticsurgery.org/documents/news/statistics/2020/reconstructive-procedure-trends-2020.pdf,https://www.plasticsurgery.org/documents/news/statistics/2020/reconstructive-procedure-trends-2020.pdf,2000-2019,pdf,reconstructive_procedure,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\asps_plastic_surgery_statistics\2000-2019__reconstructive_procedure__2000-2019-2020-national-reconstructive-procedures.pdf,c13286704ec06c265801833f04af6979277a009867ded39c4e892ee6d1c86b2c,276195,2026-06-20T02:56:36+08:00,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2005 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2005+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2005+Plastic+Surgery+Statistics,2005,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2006 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2006+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2006+Plastic+Surgery+Statistics,2006,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2007 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2007+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2007+Plastic+Surgery+Statistics,2007,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2008 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2008+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2008+Plastic+Surgery+Statistics,2008,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2009 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2009+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2009+Plastic+Surgery+Statistics,2009,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2010 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2010+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2010+Plastic+Surgery+Statistics,2010,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2011 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2011+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2011+Plastic+Surgery+Statistics,2011,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2012 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2012+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2012+Plastic+Surgery+Statistics,2012,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2013 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2013+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2013+Plastic+Surgery+Statistics,2013,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2014 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2014+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2014+Plastic+Surgery+Statistics,2014,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2015 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2015+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2015+Plastic+Surgery+Statistics,2015,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2016 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2016+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2016+Plastic+Surgery+Statistics,2016,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2017 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2017+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2017+Plastic+Surgery+Statistics,2017,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,2018 Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2018+Plastic+Surgery+Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics?sub=2018+Plastic+Surgery+Statistics,2018,html_year_page,procedure_statistics,discovered,,,,,,,
